text,category
ecb hold rate amid growth fear european central bank left key interest rate unchanged month succession borrowing cost remained hold amid concern strength economic growth nation sharing euro analyst said despite sign pickup labour market consumer demand remain sluggish firm eyeing cost cutting measure redundancy high oil price meanwhile put upward pressure inflation rate survey economist shown majority expect borrowing cost stay coming month increase quarter percentage point predicted time second half year anything may greater call interest rate cut especially euro continuing strengthen dollar euro land economy still struggling recovery said economist dirk schumacher ecb may sound rather hawkish data allows cut data coming germany thursday underlined problem facing european policy maker germany economy expanded growth driven export sale lost momentum last three month year strength euro threatening dampen foreign demand domestic consumption currently strong enough take slack inflation eurozone however estimated december ecb guideline ecb president jeanclaude trichet remained upbeat prospect region inflation expected drop later ecb forecast economic growth eurozone,business
china ban new tobacco factory world biggest tobacco consumer china said allow new tobacco factory built china already enough cigarettemaking capacity according spokesman tobacco industry regulator quoted china daily ban threatens reignite tension regulator british american tobacco plan become china first foreign cigarette maker spokeswoman bat declined comment report china wont allow new tobacco factory built including joint venture said xing wangli spokesman state tobacco administration monopoly quoted china daily also said state would retain monopoly cigarette distribution china million smoker consumer trillion cigarette year smoking fashionable china seen essential manly sociable touch job salesman young urban woman taking smoking july bat announced approval build joint venture factory china would make first foreign cigarette maker manufacture state tobacco monopoly administration said week later approved deal leading embarrassing public row bat told bbc time negotiated stmc secured approval highest level government since row flared occasionally recently forum november bat consistently decline comment xings statement come especially bad news british american tobacco china daily newspaper said latest development bat spokeswoman said nothing addsince announcement july last year central government china authority approved strategic investment decision ban tobacco factory apply deal made according french news agency afp joint venture factory expected take till build bat spokeswoman would comment progress however stma continues take tough stance expansion opportunity could limited china tobacco market increasingly valuable antismoking campaigner target public smoking west china daily said market currently enjoying steady growth making yuan pretax profit last year almost double figure paper made mention health concern stma trying restructure domestic tobacco industry closing factory though move unpopular local government,business
interest rate held bank england left interest rate hold widelypredicted move rate went five time november bank sought cool housing market consumer debt remained unchanged since august recent data indicated slowdown manufacturing consumer spending well mortgage approval retail sale disappointed christmas analyst putting drop less consumer confidence rising interest rate accompanying slowdown housing market knocked consumer optimism causing sharp fall demand expensive good according report earlier week british retail consortium brc said britain retailer endured worst christmas decade today change decision correct said david frost director general british chamber commerce bcc clear sign economy slows mpc ready take quick corrective action cut rate dismal report retail trade christmas sale worrying indicate general weakening consumer spending frost added housing market outlook remains highly uncertain widely accepted house price start falling sharply risk facing economy worsen considerably cbi chief economist ian mccafferty said economy slowed recent month response rate rise difficult gauge christmas period likely pace activity summer bank juggle emergence inflationary pressure driven tight labour market buoyant commodity price risk overabrupt slowdown consumer activity said interest rate likely remain hold time thursday gloomy news manufacturing front office national ons statistic revealed british manufacturing output unexpectedly fell november fifth month past six ons said manufacturing output dropped november matching similar unrevised fall october confounding economist expectation rise manufacturer organisation eef said expected hold interest rate continue near future also said evidence manufacturer confidence may waning outlook world economy becomes uncertain far evidence suggests last year rate increase helped rebalance economy without damaging recovery manufacturing said eef chief economist steve radley however business outlook start deteriorate bank stand ready cut rate economist predicted rate drop later year although others feel bank may still think need rise happens bank remains concerned longterm risk posed personal debt rising year economic condition worsen,business
german economy rebound germany economy biggest among country sharing euro grew fastest rate four year driven strong export gross domestic product gdp rose last year statistical office said economy contracted foreign sale increased last year compared slide private consumption concern remain however strength euro weak domestic demand sluggish labour market european central bank ecb left benchmark interest rate unchanged thursday nineteenth month row ecb moved borrowing cost economist predict increase unlikely come second half growth set sputter rather ignite profited fact world economy strong said stefan schilbe analyst hsbc trinkaus burkhardt export weaken domestic growth remains poor expect much many german consumer spooked unsettled government attempt reform welfare state corporate environment major company including volkswagen daimlerchrysler siemens spent much tough talk union trimming job cost also warned cost cutting measure horizon,business
trade deficit widens sharply gap export import widened alltime record figure commerce department november showed export import grew rising consumer demand part expanding deficit came high price oil import number suggested sliding dollar make export less expensive little impact could indicate slowing economic growth trade deficit far bigger widely expected wall street prompted rapid response currency market gmt dollar trading euro almost cent half weaker announcement pound dollar dollar fall sudden violent appropriate given number said brian taylor well fargo minneapolis recent exchange rate movement certainly havent impact yet treasury secretary john snow put brave face news saying sign strong economic expansion economy growing fast rate generating lot disposable income used buy good trading partner although white house officially still back traditional strong dollar policy tacitly indicated would happy slide continued dollar fallen euro well yen past three year main catalyst economist accept large budget deficit one hand current account deficit difference flow money trade deficit large part latter november fall export largely due decline sale industrial supply material chemical well car consumer good food one small bright spot policymakers slight decline deficit china often blamed job loss economic woe although china overall trade surplus expanding according chinese government figure commerce department revealed deficit china november month deficit japan worst four year,business
trade gap narrow export rise trade gap narrowed november helped rise export outside european union according office national statistic difference exported imported october overall export including good service rose although total import rose new record deficit good alone october november exported worth good imported cumulative deficit first eleven month stand higher period november saw improvement export level european union rest world office national statistic ons said export rose fuelled increase sale chemical noneu export shot growth seen across range manufacturing sector including car consumer durables chemical export boost offset rise import noneu import rose growth good entering slowed deficit fell noneu shortfall dropped october country surplus tradeinservices remained steady fifth month row paul dale economist capital economics said figure represented improvement recent month however stressed longterm prognosis export still uncertain figure lot better expected trend still remains poor said encouraging sign export recovery starting take hold danger could held back ongoing weakness domestic demand continent,business
lesotho textile worker lose job six foreignowned textile factory closed lesotho leaving garment worker jobless union officer told news agency factory worker union secretary general billy macaefa blamed closure end worldwide textile quota quota developing nation ended january gave set share rich country market also limited amount country like china could export big market united state understand owner complaining south african rand strong dollar losing exporting textile clothing united state macaefa said news briefing capital maseru lesotho currency loti fixed rand suspect left country unceremoniously end quota introduced world trade organization said six factory leisure garment modern garment precious six garment garment lesotho hat vogue landmark owner two taiwan two china one mauritius one malaysia left december holiday period without informing paying employee said union leader trade campaigner warning developing nation lesotho sri lanka bangaldesh could lose thousand job quota lifted mountainous country surrounded south africa feared many textile worker could lose job mafeca said expected company leave assistance law given lesotho textile dutyfree access north american market african growth opportunity act agoa gave subsaharan country preferential access market apparel textile product well wide range good lesotho government news briefing expected wednesday,business
kraft cut snack child kraft plan cut back advertising product like oreo cooky sugary koolaid drink part effort promote healthy eating largest food maker also add label nutritional lowfat brand promote benefit kraft rival pepsico began similar labelling initiative last year move come firm face criticism consumer group concerned rising level obesity child major food manufacturer recently reformulating content calorieheavy product kraft new advertising policy cover advertising radio print publication aimed child age six mean commercial famous snack cereal shown early morning cartoon show replaced food drink qualifying kraft new sensible solution label firm said would continue advertise product medium seen parent family audience working way encourage adult child eat wisely selecting nutritionally balanced diet said lance friedmann kraft senior vice president,business
khodorkovsky quits yukos share jailed tycoon mikhail khodorkovsky transferred controlling stake oil giant yukos business partner khodorkovsky handed entire stake holding company group menatep control yukos leonid nevzlin close ally exyukos bos nevzlin currently based israel khodorkovsky handed stake forced sale yukos core oil production unit yuganskneftegaz pay giant tax bill yuganskneftegaz sold auction december last year eventually falling hand state oil firm rosneft deal worth since sale yuganskneftegaz delivered responsibility business remains group money whole khodorkovsky said see future public activity build civil society russia nevzlin yukos largest shareholder living selfimposed exile israel yuganskneftegaz pump around million barrel oil day sold russian authority recover government tax claim yukos totalling previously considered russia richest man estimated fortune khodorkovsky currently trial fraud tax evasion following arrest october however charge widely seen politically motivated part drive russian president vladimir putin rein country superrich business leader socalled oligarch also believed khodorkovsky particularly targeted started bankroll political opponent putin,business
executive trio leave aer lingus three senior executive ireland stateowned airline aer lingus set leave early january accusation conflict interest trio chief executive willie walsh chief financial officer brian dunne chief operation officer seamus kearney three refused confirm report plan launch private airline competition aer lingus announced november would quit may give reason decision followed announcement irish prime minister bertie ahern still considering future airline ruled proposed management buyout aer lingus walsh denied forced early report claiming set launch competitor airline leave aer lingus still early say walsh told news agency wednesday opportunity open brian seamus equally fortunate position said received business proposal mostly aviationrelated since trio announced resignation two month ago walsh said conflict interest launch rival airline join existing competitor thing happens every business there absolutely question conflict interest ive completely focused responsibility aer lingus told week opposition politician called irish government make urgent decision future airline wednesday irish transport minister martin cullen said statement conflict interest allowed arise current role aer lingus future career intention last friday minister announced advertise three senior executive aer lingus walsh took charge team earned praise turning aer lingus around cutting air fare staff repositioning lowfare airline rival ryanair company owned government staff,business
tariff chaos trade row asked world trade organisation investigate european union custom tariff say inconsistent hamper trade institution noted uneven way custom rule applied failed act trade representative office said small midsized firm worsthit added expanded member state may said filed complaint talk failed find solution move came week stepped back confrontation tense dispute aircraft subsidy european manufacturer airbus firm boeing new trade commissioner peter mandelson said tuesday two side agreed reopen talk aircraft subsidy row led titfortat wto filing last autumn explaining asked wto set dispute settlement panel custom barrier trade representative office said want tackle issue early process dealing problem enlargement ten country mostly eastern europe joined may said trade member country worth although custom union single custom administration statement issued behalf robert zoellick trade representative said lack uniformity coupled lack procedure prompt euwide review hinder export especially small midsized business spokesman washington dismissed complaint think case weak havent come evidence company harmed said anthony gooch could take several month wto dispute settlement panel report finding,business
news corp eye video game market news corp medium company controlled australian billionaire rupert murdoch eyeing move video game market according financial time chief operating officer peter chernin said news corp kicking tire pretty much video game company santa monicabased activison said one firm takeover list video game big business paper quoted chernin saying would like get success product sonys playstation microsofts xbox nintendos game cube boosted demand video game day arcade classic space invader pacman donkey kong long gone today game often budget big enough feature film look give gamers real experience possible price tag reflecting heavy investment development company video game proving almost profitable fun chernin however told news corp finding difficult identify suitable target struggling gap company like electronic art come high price tag next tier company explained conference phoenix arizona may focused one two product line,business
ahold supplier face charge prosecutor charged nine food supplier helping dutch retailer ahold inflate earnings charge brought individual well company alleging created false account ahold hit headline february emerged accounting irregularity subsidiary foodservice three former ahold top executive last year agreed settle fraud charge ahold admitted fraudulently inflated promotional allowance foodservice improperly consolidated joint venture also committed accounting error irregularity nine charged worked supplier ahold accused signing false document relating amount money paid retailer promoting product store food company pay supermarket retailer prime shelf space supplier question said inflated amount money paid providing auditor signed letter allowed ahold inflate earnings attorney david kelley said expects nine vendor plead guilty charge added may court action future dont want leave impression one involved said among facing charge john nettle former employee general mill mark bailin rymer international seafood tim daly michael food kenneth bowman worked independent contractor total food others include michael hannigan sugar food peter marion maritime seafood processor first choice food gordon redgate commodity manager private label distribution bruce robinson basic american food michael rogers formerly tyson food pasquale damuro fbi called nine vendor key ingredient process cooking book ahold time scandal ahold seen many europe enron ahold share tumbled news many market observer predicted fall could damage investor confidence across europe less severe many envisaged however since ahold worked hard rebuilding reputation investor confidence ahold world fourthlargest supermarket chain business include stop shop giant food,business
walmart fight back accuser two big name launched advertising campaign set record straight product corporate behaviour world biggest retailer walmart took full page advert national newspaper group trying see criticism pay deal benefit package promotion strategy meanwhile drug group eli lilly planning campaign false claim product prozac walmart kicked battle advert newspaper like wall street journal using open letter company president lee scott saying time public hear unfiltered truth lot urban legend going around day walmart fact fact walmart good consumer good community good economy scott said separate statement advert new website outlined group plan create job walmarts average pay almost twice national minimum wage hour employee offered health life insurance company stock retirement plan advert say union accuse walmart paying staff less rival fewer benefit california company fighting opposition new store amid allegation force local competitor business lawmaker state also examining allegation firm burden state unfair proportion employee health care cost think going tough time suddenly overcoming perception people said larry bevington chairman save community group fighting prevent walmart opening store rosemead california walmart also fighting two lawsuit one accusing discriminating woman another alleging discriminates black employee meanwhile eli lilly launching series advert dozen major newspaper present say true fact antidepressant drug prozac move response british medical journal article claimed missing lilly document linked prozac suicide violent behaviour averts entitled open letter chief executive sidney taurel company say article continues needlessly spread fear among patient take prozac simply wrong suggest information prozac missing important research data benefit possible side effect drug available doctor regulator letter added eli lillys chief medical officer alan breier said article false misleading document referred actually created official food drug administration fda presented fda meeting later fda medical advisor agreed claim based faulty data increased risk suicide,business
retail sale surge december retail sale ended year high note solid gain december boosted strong car sale seasonally adjusted sale rose month compared month earlier boosted surge shopping christmas sale climbed year best performance since rise commerce department added gain led jump auto sale dealer used enhanced offer get car showroom dealer forced cut price december maintain sale growth tough quarter usual endofyear holiday sale boom slow get started increase sale december pushed total spending month sale year also broke trillion mark first time annual sale coming trillion however automotives excluded december data retail sale rose month home furnishing furniture store also performed well rising well hitting shop consumer going online using mail order purchase nonstore retailer seeing sale rise however analyst said strong figure unlikely put federal reserve bank current policy measured interest rate rise consumer remain willing spend freely sustaining expansion given attitude fed remains likely continue boosting fed fund rate upcoming meeting ubs economist maury harris told reuters retail sale seen major part consumer spending turn make twothirds economic output consumer spending picking recent year slumping country battled recover first recession decade world trade centre attack time sale grew lacklustre year later looking ahead analyst expect improvement job growth feed high street consumer spending remaining strong belief come despite latest labor department report showing surprise rise unemployment number american filing initial jobless claim jumped highest rate since september however longterm claim slipped lowest level since,business
winemaker reject foster offer australian winemaker southcorp rejected takeover offer worth australian dollar brewing giant foster group southcorp whose brand include penfolds rosemount lindemans dismissed offer inadequate two company held four day talk foster bought stake southcorp january merger would create global player worldwide annual sale case revenue abn southcorp said foster aashare takeover proposal offered excellent strategic fit undervalued company southcorps board informed foster prepared recommend offer adequately reflect strategic value company said southcorp chairman brian finn southcorp said foster takeover offer opportunistic however said offer may represent opening bid opening possibility foster returning improved offer foster said combination two company would create global player unrivalled collection premium wine brand despite best known brewing foster lager foster already one australia largest wine producer owning beringer wolf blass brand among others combination foster southcorp transform global wine industry significantly enhance australia competitive position global stage said trevor ohoy foster chief executive officer foster spent buying stake southcorp oatley family founded rosemount estate business later merged southcorp share company suspended two held talk deal southcorps share rose news offer foster share fell,business
mcdonalds bos bell aged charlie bell straighttalking former head fastfood giant mcdonalds died cancer aged bell diagnosed colorectal cancer may last year month taking top job resigned november fight illness joining company yearold parttime worker bell quickly moved rank becoming australia youngest store manager popular gogetter credited helping revive mcdonalds sale bell leaf wife daughter mourn passing ask keep charlies family heart prayer chief executive james skinner said statement remember abbreviated time earth charlie lived life fullest matter card life dealt charlie stayed centred love family mcdonalds running company australian business bell moved run operation asia africa middle east took rein europe mcdonalds second important market became chief operating officer president bell took chief executive predecessor ceo jim cantalupo died suddenly heart attack april worked closely cantalupo came retirement turn mcdonalds around bell focused boosting demand existing restaurant rather follow policy rapid expansion promised let company get fat dumb happy according reuters told analyst would shove fire hose throat competitor saw drowning bell oversaw mcdonalds lovin advertising campaign introduced success mccafe biggest coffee shop brand australia new zealand colleague said bell proud humble beginning helping behind cash till clearing table visiting restaurant,business
industrial output growth eas industrial production continued rise november albeit slower pace previous month federal reserve said output factory mine utility rose line forecast revised increase october analyst added carmaking sector saw production fall excluded data would impressive latest increase mean industrial output grown past year many analyst upbeat prospect economy increase production coming heel news recovery retail sale consistent economy growing congruent job growth consumer optimism comerica chief economist david littman said figure economy grew respectable annual rate three month july september job growth averaged period employment figure spectacular expert believe enough whittle away america jobless rate breakdown latest production figure show mining output drove increase surging factory output rose utility output dropped meanwhile amount factory capacity use month rose highest level since may many investor think product market inflation wont problem utilisation rate higher cary leahy senior economist deutsche bank security said still lot inflationfighting slack manufacturing sector overall say manufacturing least away auto continues improve would bet improves faster rate coming month given lean inventory citigroup senior economist steven wieting added,business
lse doubt boost bidder share share deutsche boerse risen shareholder fund voiced opposition firm planned takeover london stock exchange tci claim represent owner deutsche boerses share complained offer lse high opposition tci fuelled speculation proposed takeover could fail rival exchange operator euronext also said may bid lse euronext operates paris amsterdam brussels lisbon bourse deutsche boerse run frankfurt exchange bbc news spoke number analyst monday morning shareholder worry deutsche boerses bid lse although none prepared speak record thought unlikely tcis opposition would halt deal obviously well wait see dont think make much difference deutsche boerse appears committed said one londonbased broker forecast takeover bid would succeed concerned see improvement daily running lse voicing opposition planned takeover tci said would prefer see deutsche boerse return shareholder deutsche boerse prepared pay lse exceeds potential benefit acquisition said tci another deutsche boerse shareholder monday also appeared back tcis call another investor deutsche boerse supported view payout shareholder would preferable deutsche boerse overpaying lse reuters news agency reported prefer sensible entrepreneurial solution price high said rolf dress spokesman union investment achieved would wish distribution liquid asset shareholder financial time also reported third deutsche boerse shareholder opposed deal quoted spokesman usbased hedge fund atticus capital complaining planned takeover appeared motivated empirebuilding rather best interest shareholder tci called deutsche boerse hold emergency general meeting discus bid lse yet german business law gain shareholder approval making significant acquisition deutsche boerse said tcis opposition would change bid approach deutsche boerse convinced contemplated cash acquisition london stock exchange best interest shareholder company said share euro gmt highest gainer frankfurt,business
qantas considers offshore option australian airline qantas could transfer many job home country seek save cost according newspaper report chief executive geoff dixon quoted australian newspaper saying carrier could longer afford remain allaustralian union criticised possible move may affect cabin maintenance staff saying qantas profitable airline staff based australia qantas confirmed looking whether might recruit source product overseas potentially joint venture said would continue create job australia despite making record australian dollar profit last year qantas argued need make considerable saving remain competitive going get lowest cost structure willmean sourcing thing overseas newspaper quoted qantas chief executive geoff dixon saying early year qantas increased number flight attendant based london qantas follow lead airline moving staff offshore job could shift overseas newspaper reported statement qantas said looking build operation overseas however stressed would result large scale redundancy home market staff employed totally committed continuing grow job australia dixon said however operating global market room complacency simply currently profitable successful union reacted angrily reported disclosure arguing qantas profitable need take action could understand qantas struggling airline michael mijatov international division secretary flight attendant association told agence france presse qantas announced record profit last year course year even greater profit totally unnecessary effort meet challenge posed low cost carrier qantas sought tieup air new zealand last year however deal thrown new zealand high court competition ground,business
gazprom backtax claim nuclear unit russian energy giant gazprom reportedly facing rouble backtax claim period vedomosti newspaper reported russian authority made demand end last year paper added tax claimed linked company export activity gazprom biggest gas company world took nuclear fuel giant atomstroieksport october main project atomstroieksport building nuclear plant iran source tension russia gazprom one key player complex russian energy market government vladimir putin made move regain state influence sector gazprom set merge state oil firm rosneft company eventually acquired yuganskneftegas main unit embattled oil giant yukos claim backtaxes tool used yukos led enforced sale yuganskneftegas analyst fear kremlin continue use sort move boost effort state regain control strategically important sector oil,business
germany call reform german chancellor gerhard schroeder called radical reform stability pact grant country flexibility budget deficit schroeder said existing fiscal rule loosened allow country run deficit current limit met certain criterion writing financial time schroeder also said head government greater say reform change pact due agreed economic summit march current rule limit size eurozone country deficit gdp country exceed threshold liable heavy fine european commission although several country including germany breached rule consistently since without facing punishment european commission acknowledged last month would impose sanction country break rule schroeder staunch supporter pact set said exemption needed take account cost domestic reform programme changing economic condition stability pact work better intervention european institution budgetary sovereignty national parliament permitted limited condition wrote competence respected member state willing align policy consistently economic goal deficit allowed rise schroeder argued country meet several mandatory criterion include government adopting costly structural reform country suffering economic stagnation nation shouldering special economic burden proposed change would make harder european commission launch infringement action state breach pact rule schroeders intervention come ahead meeting eurozone finance minister monday discus pact issue also discussed tuesday ecofin meeting finance minister member schroeder also called head government play larger role shaping reform pact number finance minister believed favour limited change eurozones rule,business
parmalat founder offer apology founder former bos parmalat apologised investor lost money result italian dairy firm collapse calisto tanzi said would cooperate fully prosecutor investigating background one europe largest financial scandal parmalat placed bankruptcy protection euro black hole found account people lost money following firm collapse tanzi issued statement lawyer five hour questioning prosecutor parma january prosecutor seeking indictment tanzi others including several member family former parmalat chief financial officer fausto tonna alleged manipulation stock market price making misleading statement accountant italy financial watchdog two former parmalat auditor stand trial later month role firm collapse apologise suffered much damage result scheme make dream industrial project come true tanzis statement said duty collaborate fully prosecutor reconstruct cause parmalats sudden default responsible tanzi spent several month jail wake parmalats collapse kept house arrest last september parmalat run state appointed administrator enrico bondi launched lawsuit bank effort recover money bankrupt company shareholder alleged company aware true state parmalats finance continued lend money company company insist victim fraudulent bookkeeping parmalat declared insolvent emerged billion euro supposedly held offshore account fact exist firm demise sent shock wave italy portfolio topselling food brand position owner leading football club parma turned household name,business
golden economic period end ten year golden economic performance may come end growth slowing markedly city consultancy deloitte warned economy could suffer backlash slowdown housing market triggering fall consumer spending rise unemployment deloitte forecasting economic growth year chancellor gordon brown forecast also belief interest rate fall end year quarterly economic review deloitte said economy enjoyed golden period past decade unemployment falling near year low inflation lowest since warned growth achieved expense creating major imbalance economy deloittes chief economic advisor roger bootle said biggest hit set come housing market already embarked major slowdown whereas main driver economy recent year robust household spending growth likely suffer housing market slowdown gather pace economic growth likely constrained next year increased pressure household budget rising tax deloitte belief gordon brown need raise year order sustain public finance short term firm claim result marked slowdown growth compared last year economy expanded however deloitte stressed slowdown unlikely major impact retail price expected bank england respond quickly sign economy faltering expects series aggressive interest rate cut next two year cost borrowing falling current mark end although may year thing completely wrong probably mark start difficult period economy bootle,business
job oracle takeover oracle announced cutting job following completion takeover smaller rival peoplesoft last week company said would retain peoplesoft product development product support staff cut affect staff combined company oracle month fight acquire peoplesoft one drawnout hardfought takeover battle recent time merged company set major force enterprise software market second size germany sap statement oracle said began notifying staff redundancy friday process would continue next day retaining vast majority peoplesoft technical staff oracle resource deliver development support commitment made peoplesoft customer last month oracle chief executive larry ellison said statement correspondent say job loss expected suggest cut may announced future say ellison may trying placate peoplesoft customer riled oracle determined takeover strategy hour friday announcement funereal air peoplesofts headquarters reported news agency peoplesoft sign turned shrine company flower candle company memorabilia mourning passing great company agency quoted peoplesoft worker david ogden saying employee said would rather sacked work oracle new company going totally different said anil aggarwal peoplesofts director database market peoplesoft easygoing relaxed atmosphere oracle edgy aggressive atmosphere thats conducive innovative production news oracle share rose cent nasdaq afterhours trading share move,business
beijingers fume parking fee choking traffic jam beijing prompting official look reorganising car parking charge car ownership risen fast recent year two half million car city road trouble high status car ownership matched expensive fee indoor car park making motorist reluctant use instead road clogged driver circling search cheaper outdoor option price difference indoor outdoor lot unreasonable said wang yan official beijing municipal commission development reform quoted staterun china daily newspaper wang charge collecting car parking fee said team would looking adjusting parking price close gap indoor parking bay cost outdoor one sport fan drive match may also find target commission road rage want use public transport considering jacking price car park near sport ground wang said review team may scrap relatively cheap hourly fee near place impose higher flat rate match indoor parking may costly always secure wangs team also going look complaint resident poor service received exchange compulsory monthly fee yuan beijing authority decided two year ago visiting foreign dignitary motorcade longer get motorcycle outrider blocked traffic unclogging beijing increasingly impassable street major concern chinese authority building dozen new road create showcase modern city ahead olympic game,business
issue profit warning general motor warned expects earnings year lower world biggest car maker grappling loss european business weak sale said higher healthcare cost north america lower profit financial service subsidiary would hurt performance said expects meet earnings target despite tough competitive environment whose brand include buick cadillac chevrolet opel saab vauxhall europe due reveal earnings january said would deliver shareholder payout per share year promised next year earnings per share would lower following roadmap believe deliver strong result said chief executive rick waggoner said expecting reduced financial loss europe midst cutting job one fifth european total bid cut cost biggest job loss germany vehicle business gained market share three four region achieving record profitability asia pacific returning profit latin america middle east africa car maker diversified financial service extending reach general motor acceptance corp gmac said may enter home loan market gmac strong contributor profit said less well year delivering net income attaining earnings share remains goal company said adding belief achieve,business
economy still growing say fed area saw economy continue expand december early january federal reserve said latest beige book report region identifies study showed stronger economic growth cleveland area falling behind mixed rating consumer spending higher december november festive sale also employment picture also improved fed said labour market firmed number district wage pressure generally remained modest beige book said several district reported higher price building material manufacturing input reported steady slightly higher overall price level report added residential real estate activity remained strong commercial real estate activity strengthened district office leasing especially brisk washington new york city two nation strongest commercial market fed said,business
wall street cool ebays profit share online auction house ebay fell afterhours trade wednesday quarterly profit failed meet market expectation despite seeing net profit rise october december year earlier wall street expected ebay stock fell afterhours trade end nasdaq ebays net revenue quarter rose boosted growth paypal payment service excluding special item ebays profit cent share analyst expected cent think wall street gotten bit ahead ebay quarter year said janco partner analyst martin pyykkonen whole ebay earned sale ebay president chief executive meg whitman called outstanding success generated tremendous momentum confident ever decision investment making today ensure bright future company community user around world said ebay forecast revenue earnings excluding item per share analyst previously estimated ebay would achieve revenue earnings per share excluding item,business
worldcom trial start new york trial bernie ebbers former chief executive bankrupt phone company worldcom started new york selection jury ebbers accused mastermind behind accounting fraud eventually saw firm collapse july indictment includes charge security fraud conspiracy filing false report regulator found guilty ebbers could face substantial jail sentence firmly declared innocence ebbers leadership worldcom emerged mississippi obscurity become telecom giant darling late investor yet competition intensified telecom boom petered worldcom found growing financial stress worldcom finally collapsed shareholder lost worker lost job ebbers trial expected last two month latest series attempt prosecutor pursue senior executive fraud coincide retrial former tyco international chief dennis kozlowski top lieutenant accused looting industrial conglomerate tune trail preparation also preparing former executive shamed energy firm enron,business
high fuel cost hit airline two largest airline american southwest blamed record fuel price disappointing quarterly result american airline parent amr reported loss fourth quarter loss period year earlier meanwhile southwest airline saw fourthquarter profit fall year earlier said high fuel bill would continue pressure revenue american world biggest airline measure said expected report loss first quarter southwest highest market value carrier said would remain profitable despite high fuel price amrs share flat wednesday morning trading new york stock exchange result slightly better analyst anticipated amrs chief executive gerard arpey said airline difficulty reflected situation within industry amrs result fourth quarter reflect economic woe plagued airline industry throughout particular high fuel price tough revenue environment said full year amr posted loss lower loss indication airline successfully cut cost amr added part cost cutting measure postponing delivery boeing jet share southwest fell cent analyst voiced disappointment result came already conservative estimate quarter said ray neidl analyst calyon security american southwest squeezed cutthroat competition airline industry glut available seat led fierce price reduction,business
european loss hit profit general motor saw net profit fall last quarter continued hit loss european operation giant earned octobertodecember period fourth quarter revenue rose year earlier fourthquarter loss general motor europe totalled period main european brand opel vauxhall excluding special item global income continuing operation totalled quarter year earlier result line wall street expectation share rose premarket trade whole earned annual revenue rose said profit also hit higher healthcare cost reported solid overall result despite challenging competitive condition many market around globe chairman chief executive rick wagoner said statement company recently announced expected profit lower,business
probe alitalia state aid european commission officially launched indepth investigation whether italian airline alitalia receiving illegal state aid commission official look rome provision euro loan carrier italian government alitalia repeatedly denied money part vital restructuring plan state aid investigation could take month however transport commissioner jacques barrot said wanted carried swiftly possible italian authority presented serious industrial plan said barot verify certain aspect confirm plan contains state aid would like analysis completed swiftly matter possible state aid brought commission attention eight alitalias rival including germany lufthansa british airway spain iberia alitalia need restructure bring back profitability rival carrier say violated state aid rule threatened competition alitalia lost euro struggled get grip high cost spiralling oil price competition budget carrier reduced demand plan split fly service handle air ground service respectively alitalia already enjoyed state aid rule prevent happening known one time last time rule airline otherwise regulation state aid stipulate government may help company financially term commercial investor airline declined comment commission decision,business
imf agrees fresh turkey funding turkey agreed draft proposal international monetary fund borrow extending ongoing financial support turkey current loan agreement imf expires february new deal would see receive added support return funding turkey would expected keep inflation control introduce market reform turkey economy steadily recovered severe crisis economic growth average past three year ahead imf forecast inflation fell year first time year however turkey huge debt burden already owing imf current account deficit swelled year turkish economics minister ali babacan said two side reached general agreement new three year funding program rodrigo rato imf managing director said loan agreement would help improve turkish economic prospect cutting debt stimulating growth believe new programme implemented successfully help turkey create condition sustained growth employment creation reduce inflation toward european level enhance economy resilience said agreement must still ratified imf director meeting expected take place next month agreement would also enable turkey defer payment previous loan worth part draft agreement turkey signed letter intent stating determination push farreaching reform tax benefit system banking sector reform considered vital turkey fulfil ambition joining european union decide december whether begin entry talk turkey largest imf member strong supporter continued financial support turkey,business
